nr|nederlands|frans|engels
|Waarom heb je het in godsnaam afgebroken?|Mais pourquoi avez-vous rompu ?|But why on earth did you break it off?
|Wat had ik gedaan?|Qu’avais-je fait ?|What had I done?
|Ik had helemaal niets gedaan.|Je n’avais rien fait du tout.|I had done nothing at all.
|Cecily, het kwetst me diep dat je onze verloving hebt verbroken.|Cecily, je suis profondément blessé que vous ayez rompu.|Cecily, I am very much hurt indeed to hear you broke it off.
|Vooral omdat het weer daarbij zo aangenaam was.|Surtout si le temps était si beau.|Particularly when the weather was so charming.
|Elke serieuze verloving wordt minstens een keer verbroken.|Il ne peut pas y avoir de fiançailles sérieuses|It would hardly have been a really serious engagement
|Elke serieuze verloving wordt minstens een keer verbroken.|si elles n’ont pas été rompues au moins une fois.|if it hadn’t been broken off at least once.
|Maar ik had je voor het eind van de week alweer vergeven.|Mais je vous avais pardonné avant la fin de la semaine.|But I forgave you before the week was out.
|Je bent een engel, Cecily.|Quel ange de perfection vous êtes, Cecily.|What a perfect angel you are, Cecily.
|Lieve, romantische jongen ...|Quel garçon sentimental vous êtes, Constant.|You dear romantic boy.
|||
|Je haar krult van nature, hoop ik?|J’espère que tes cheveux frisent naturellement.|I hope your hair curls naturally, does it?
|Ja schat,|Oui ma chérie,|Yes, darling,
|met wat hulp van anderen.|avec un peu d’aide, tout de même.|with a little help from others.
|Gelukkig maar.|Je suis si heureuse.|I am so glad.
|Beloof je onze verloving nooit meer te verbreken, Cecily?|Tu ne rompras plus jamais nos fiançailles ?|You’ll never break off our engagement again, Cecily?
|Ik denk niet dat ik ze nog zou kunnen verbreken, nu ik je in het echt heb ontmoet.|Je ne peux pas faire ça maintenant qu’on s’est vraiment rencontrés.|I don’t think I could break it off now that I have actually met you.
|||
|En dan natuurlijk is er nog de kwestie van je naam.|Et puis, il y a la question de ton nom.|Besides, of course, there is the question of your name.
|Ja natuurlijk.|Bien sûr.|Yes, of course.
|Lach me niet uit, lieveling,|Ne te moque pas de moi, chéri,|You must not laugh at me, darling,
|maar het is altijd een meisjesdroom van me geweest.|mais c’était déjà mon rêve de petite fille|but it had always been a girlish dream of mine
|Verliefd raken op iemand die Ernst heet.|d’aimer un garçon qui s’appelle Constant.|to love some one whose name was Ernest.
|Er is iets in die naam dat absoluut vertrouwen inboezemt.|Il y a quelque chose dans ce nom qui inspire une confiance absolue.|There is something in that name that seems to inspire absolute confidence.
|Ik heb medelijden met elke getrouwde vrouw wiens echtgenoot niet Ernst heet.|Je plains les pauvres femmes dont le mari ne s’appelle pas Constant.|I pity any poor married woman whose husband is not called Ernest.
|Wil je echt beweren, lieveling, dat je niet van me zou kunnen houden|Mais, chère enfant, veux-tu dire que tu ne pourrais pas m’aimer|But, my dear child, do you mean to say you could not love me
|als ik een andere naam had?|si je portais un autre nom ?|if I had some other name?
|Wat voor naam dan?|Par exemple ?|But what name?
|Elke willekeurige naam...|Oh, n’importe…|Oh, any name you like
|Algernon. Bijvoorbeeld...|Algernon par exemple…|Algernon! For instance...
|Ik hou niet van de naam Algernon.|Je n’aime pas du tout le nom d’Algernon.|But I don’t like the name of Algernon.
|Maar mijn liefste, mijn snoezige, mijn schattigste engeltje,|Mais, ma douce petite chérie adorée,|Well, my own dear, sweet, loving little darling,
|ik zie niet in waarom je zo tegen die naam bent.|je ne peux pas comprendre ce que tu reproches au nom d’Algernon.|I really can’t see why you should object to the name of Algernon.
|Algernon is een prachtige naam!|Ce n’est pas du tout un vilain nom.|It is not at all a bad name.
|Een beetje aristocratisch ook.|Et même il est plutôt aristocratique.|In fact, it is rather an aristocratic name.
|Bijna alle lui die failliet gaan heten Algernon.|La moitié des types paraissant devant le tribunal des faillites s’appellent Algernon.|Half of the chaps who get into the Bankruptcy Court are called Algernon.
|Maar serieus, Cecily...|Mais sérieusement, Cecily…|But seriously, Cecily...
|als ik Algy heette,|Si mon nom était Algy,|if my name was Algy,
|zou je dan niet van me houden?|tu ne pourrais pas m’aimer ?|couldn’t you love me?
|Ik zou je respecteren,|Je pourrais de te respecter,|I might respect you,
|Ernst,|Constant,|Ernest,
|ik zou je karakter bewonderen,|admirer ton caractère,|I might admire your character,
|maar ik vrees dat ik je niet mijn onverdeelde aandacht zou kunnen geven.|mais je crois que je ne serais pas capable de me donner à toi.|but I fear that I should not be able to give you my undivided attention.
|Ahum! Cecily!|Ahem ! Cecily !|Ahem!  Cecily!
|Jullie dominee hier beschikt, veronderstel ik, over een grondige ervaring|Le recteur a certainement une grande expérience|Your Rector here is, I suppose, thoroughly experienced
|in het voltrekken van al de riten en ceremoniën van de kerk?|de tous les rites et cérémonials écclésiastiques?|in the practice of all the rites and ceremonials of the Church?
|O ja. Dr. Chasuble is een zeer geleerde man.|Oui, oui. Dr Chasuble est un homme très instruit.|Oh, yes. Dr. Chasuble is a most learned man.
|Hij heeft nog nooit een boek geschreven,|Il n’a jamais écrit un seul livre,|He has never written a single book,
|dus je kunt nagaan hoeveel hij weet.|tu vois comme il est savant.|so you can imagine how much he knows.
|Ik moet onmiddellijk naar hem toe voor een zeer belangrijke doop –|Je dois le voir tout de suite pour un baptême très important…|I must see him at once on a most important christening—
|ik bedoel voor een zeer belangrijke zaak.|je veux dire une affaire très importante.|I mean on most important business.
|O!|Oh !|Oh!
|Ik blijf niet langer dan een half uur weg.|Je ne m’absenterai pas plus d’une demi-heure.|I shan’t be away more than half an hour.
|We zijn al sinds 14 februari verloofd|Comme nous sommes fiancés depuis le 14 février,|Considering that we have been engaged since February the 14th,
|en ik ontmoet je vandaag voor het eerst,|et que je t’ai rencontré aujourd’hui pour la première fois,|and that I only met you to-day for the first time,
|is het dan niet wreed om me zolang te verlaten als een half uur.|c’est plutôt dur de me laisser pour un temps aussi long qu'une demi-heure.|I think it is rather hard that you should leave me for so long a period as half an hour.
|||
|Kun je er geen twintig minuten van maken?|Ne peux-tu faire ça en vingt minutes ?|Couldn’t you make it twenty minutes?
|Ik ben echt zo terug.|Je reviens tout de suite.|I’ll be back in no time.
|Wat een onstuimige jongen toch!|Quel garçon impétueux.|What an impetuous boy he is!
|Ik vind zijn haar zo leuk.|Et j’aime beaucoup ses cheveux.|I like his hair so much.
|Ik moet zijn aanzoek nog in mijn dagboek zetten.|Il faut que je note sa demande dans mon journal.|I must enter his proposal in my diary.
|Een zekere Miss Fairfax wenst Mr. Worthing te spreken.|Une certaine Miss Fairfax demande à voir M. Worthing.|A Miss Fairfax has just called to see Mr. Worthing.
|Voor zeer belangrijke zaken, zegt Miss Fairfax.|Pour une affaire très importante.|On very important business, Miss Fairfax states.
|Is Mr. Worthing niet in zijn bibliotheek?|M. Worthing n’est pas dans la bibliothèque ?|Isn’t Mr. Worthing in his library?
|Mr. Worthing is enige tijd geleden vertrokken, in de richting van de pastorie.|M. Worthing est parti pour le presbytère il y a quelques minutes.|Mr. Worthing went over in the direction of the Rectory some time ago.
|Vraag de dame hier te komen, Mr. Worthing zal ongetwijfeld binnenkort terug zijn.|Priez cette dame de venir ici. M. Worthing ne va certainement pas tarder.|Pray ask the lady to come out here; Mr. Worthing is sure to be back soon.
|En je kunt thee brengen.|Et vous pouvez apporter le thé.|And you can bring tea.
|Zeker, mejuffrouw.|Oui, mademoiselle.|Yes, Miss.
|Miss Fairfax! Zeker een van die talloze oude vrijsters|Miss Fairfax ! C’est sans doute l’une de ces nombreuses dames âgées charitables|Miss Fairfax!  I suppose one of the many good elderly women
|die bij oom Jacks filantropische activiteiten in Londen betrokken zijn.|qui aident Oncle Jack à Londres dans son travail philanthropique.|who are associated with Uncle Jack in some of his philanthropic work in London.
|Ik hou niet echt van vrouwen die zich bezighouden met filantropisch werk.|Je déteste les dames ayant un intérêt pour la philanthropie.|I don’t quite like women who are interested in philanthropic work.
|Het is zo opdringerig van hen.|Je déteste les dames ayant un intérêt pour la philanthropie.|I think it is so forward of them.
|Miss Fairfax.|Miss Fairfax !|Miss Fairfax.
|Mag ik mezelf aan u voorstellen? Mijn naam is Cecily Cardew.|Permettez-moi de me présenter. Je suis Cecily Cardew.|Pray let me introduce myself to you.  My name is Cecily Cardew.
|Cecily Cardew?|Cecily Cardew ?|Cecily Cardew?
|Wat een allerliefste naam!|Quel joli nom.|What a very sweet name!
|Ik weet niet waarom, maar we worden vast vriendinnen.|Quelque chose me dit que nous allons devenir de grandes amies.|Something tells me that we are going to be great friends.
|Ik mag je nu al meer dan ik zeggen kan. Mijn eerste indruk bedriegt me nooit.|Je vous aime déjà plus que je ne peux dire. Et ma première impression ne me trompe jamais.|I like you already more than I can say.  My first impressions of people are never wrong.
|Aardig van u me zo te mogen|Que c’est gentil de m’aimer tellement|How nice of you to like me so much
|na een betrekkelijke korte kennismaking. Gaat u toch zitten.|alors que nous nous connaissons depuis si peu de temps. Mais asseyez-vous, je vous prie.|after we have known each other such a comparatively short time.  Pray sit down.
|Ik mag je toch Cecily noemen?|Puis-je vous appeler Cecily ?|I may call you Cecily, may I not?
|Natuurlijk.|Avec plaisir !|With pleasure!
|En jij noemt me altijd Gwendolen?|Et vous m’appellerez Gwendolen, n’est-ce pas ?|And you will always call me Gwendolen, won’t you?
|Als u dat wilt.|Si vous voulez.|If you wish.
|Dan is het allemaal geregeld, nietwaar?|Alors tout est bien au point entre nous ?|Then that is all quite settled, is it not?
|Ik hoop van wel.|J’espère, oui.|I hope so.
|||
|Misschien is dit een niet ongeschikte gelegenheid  om te zeggen wie ik ben.|C’est peut-être le bon moment pour me présenter.|Perhaps this might be a favourable opportunity for my mentioning who I am.
|Mijn vader is Lord Bracknell. U hebt, neem ik aan, nooit van papa gehoord?|Mon père est Lord Bracknell.|My father is Lord Bracknell.  You have never heard of papa, I suppose?
|Niet dat ik weet.|Vous n’avez jamais entendu parler de papa, je suis sûre ?|I don’t think so.
|Buiten de familiekring is papa, gelukkig maar, volkomen onbekend.|Je ne pense pas.|Outside the family circle, papa, I am glad to say, is entirely unknown.
|En zo hoort het ook.|En dehors du cercle de famille,|I think that is quite as it should be.
|De huiselijke haard is de aangewezen plek voor een man.|papa est complètement inconnu, je suis fière de le dire.|The home seems to me to be the proper sphere for the man.
|Begint een man eenmaal zijn huiselijke plichten te verwaarlozen,|Le foyer est le seul lieu convenable pour un mari.|And certainly once a man begins to neglect his domestic duties
|dan wordt hij... akelig verwijfd.|Et si les hommes commencent à négliger leurs devoirs domestiques,|he becomes painfully effeminate, does he not?
|Daar houd ik niet van. Dat maakt mannen zo verschrikkelijk aantrekkelijk.|ça les rend trop attirants. Et je n’aime pas ça.|And I don’t like that.  It makes men so very attractive.
|Cecily, mijn mama, wiens idee van onderwijs merkwaardig strikt is,|Savez-vous, Cecily, que maman dont les vues sur l’éducation sont extrêmement strictes|Cecily, mamma, whose views on education are remarkably strict,
|heeft me geleerd zo kortzichtig mogelijk te zijn,|m’a élevée dans la myopie la plus complète, ça fait partie de son système.|has brought me up to be extremely short-sighted; it is part of her system;
|dus je vindt het toch niet erg als ik je door mijn bril bekijk?|Alors, ça ne vous ennuie pas que je vous observe avec mes lunettes ?|so do you mind my looking at you through my glasses?
|O nee, Gwendolen, ik word graag bekeken.|Pas du tout, Gwendolen, j’adore qu’on m’observe.|Oh! not at all, I am very fond of being looked at.
|||
|Je bent hier even op bezoek, neem ik aan.|Vous êtes ici pour une petite visite, je crois.|You are here on a short visit, I suppose.
|O nee! Ik woon hier.|Non, non. Je vis ici.|Oh no!  I live here.
|Werkelijk?|Vraiment ?|Really?
|Dan woont hier zeker ook uw moeder of een ander vrouwelijk familielid van gevorderde leeftijd hier?|Votre mère sans doute ou quelque parente âgée, vit ici avec vous ?|Your mother, no doubt, or some female relative of advanced years, resides here also?
|Ik heb geen moeder en eigenlijk ook geen familie.|Non, non. Je n’ai pas de mère, et en fait pas de parents.|Oh no!  I have no mother, nor, in fact, any relations.
